"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\PerformanceStatus\capacité de prise en charge propre beaucoup plus limitée. Passe plus de 50 % de son temps au lit ou dans une chaise.\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\PerformanceStatus\capacité de prise en charge propre beaucoup plus limitée. Passe plus de 50 % de son temps au lit ou dans une chaise.\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\PerformanceStatus\complètement grabataire. Incapable de se prendre en charge. Le patient reste totalement confiné au lit ou dans une chaise.\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\PerformanceStatus\complètement grabataire. Incapable de se prendre en charge. Le patient reste totalement confiné au lit ou dans une chaise.\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\G8\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\G8\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\HistologicalGradeType\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\HistologicalGradeType\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\HistologicalGradeValue\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\HistologicalGradeValue\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\StadeType\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\StadeType\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\StadeValue\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\StadeValue\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\DiagnosisDate\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\DiagnosisDate\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\LIP\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\LIP\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\External upper lip\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\External upper lip\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\External lower lip\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\External lower lip\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\External lip  NOS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\External lip  NOS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Mucosa of upper lip\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Mucosa of upper lip\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Mucosa of lower lip\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Mucosa of lower lip\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Mucosa of lip  NOS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Mucosa of lip  NOS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Commissure of lip\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Commissure of lip\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of lip\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of lip\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Lip  NOS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Lip  NOS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\BASE OF TONGUE\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\BASE OF TONGUE\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Base of tongue  NOS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Base of tongue  NOS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\OTHER AND UNSPECIFIED PARTS OF TONGUE\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\OTHER AND UNSPECIFIED PARTS OF TONGUE\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Dorsal surface of tongue  NOS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Dorsal surface of tongue  NOS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Border of tongue\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Border of tongue\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Ventral surface of tongue  NOS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Ventral surface of tongue  NOS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Anterior 2/3 of tongue  NOS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Anterior 2/3 of tongue  NOS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Lingual tonsil\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Lingual tonsil\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of tongue\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of tongue\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Tongue  NOS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Tongue  NOS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\GUM\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\GUM\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Upper gum\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Upper gum\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Lower gum\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Lower gum\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Gum  NOS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Gum  NOS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\FLOOR OF MOUTH\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\FLOOR OF MOUTH\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Anterior floor of mouth\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Anterior floor of mouth\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Lateral floor of mouth\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Lateral floor of mouth\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of floor of mouth\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of floor of mouth\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Floor of mouth  NOS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Floor of mouth  NOS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\PALATE\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\PALATE\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Hard palate\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Hard palate\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Soft palate  NOS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Soft palate  NOS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Uvula\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Uvula\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of palate\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of palate\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Palate  NOS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Palate  NOS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\OTHER AND UNSPECIFIED PARTS OF MOUTH\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\OTHER AND UNSPECIFIED PARTS OF MOUTH\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Cheek mucosa\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Cheek mucosa\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Vestibule of mouth\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Vestibule of mouth\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Retromolar area\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Retromolar area\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of other and unspecified parts of mouth\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of other and unspecified parts of mouth\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Mouth  NOS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Mouth  NOS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\PAROTID GLAND\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\PAROTID GLAND\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Parotid gland\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Parotid gland\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\OTHER AND UNSPECIFIED MAJOR SALIVARY GLANDS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\OTHER AND UNSPECIFIED MAJOR SALIVARY GLANDS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Submandibular gland\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Submandibular gland\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Sublingual gland\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Sublingual gland\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of major salivary glands\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of major salivary glands\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Major salivary gland  NOS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Major salivary gland  NOS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\TONSIL\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\TONSIL\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Tonsillar fossa\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Tonsillar fossa\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Tonsillar pillar\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Tonsillar pillar\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of tonsil\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of tonsil\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Tonsil  NOS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Tonsil  NOS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\OROPHARYNX\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\OROPHARYNX\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Vallecula\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Vallecula\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Anterior surface of epiglottis\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Anterior surface of epiglottis\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Lateral wall of oropharynx\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Lateral wall of oropharynx\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Posterior wall of oropharynx\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Posterior wall of oropharynx\"
