\\PfamDomain\\;ID_85;PfamDomain;;2018-11-21 16:44:51.111629;2018-11-21 16:44:51.111631;2018-11-21 16:44:51.111632;TEST_OSIRIS;None
\\PfamId\\;ID_86;PfamId;;2018-11-21 16:44:51.111682;2018-11-21 16:44:51.111684;2018-11-21 16:44:51.111686;TEST_OSIRIS;None
\\MutationPredictionAlgorithm\\;ID_87;MutationPredictionAlgorithm;;2018-11-21 16:44:51.111736;2018-11-21 16:44:51.111738;2018-11-21 16:44:51.111739;TEST_OSIRIS;None
\\MutationPredictionValue\\;ID_88;MutationPredictionValue;;2018-11-21 16:44:51.111789;2018-11-21 16:44:51.111791;2018-11-21 16:44:51.111793;TEST_OSIRIS;None
\\MutationPredictionScore\\;ID_89;MutationPredictionScore;;2018-11-21 16:44:51.111842;2018-11-21 16:44:51.111844;2018-11-21 16:44:51.111846;TEST_OSIRIS;None
\\DNARegionName\\;ID_90;DNARegionName;;2018-11-21 16:44:51.111894;2018-11-21 16:44:51.111897;2018-11-21 16:44:51.111898;TEST_OSIRIS;None
\\DNASequenceVariation\\;ID_91;DNASequenceVariation;;2018-11-21 16:44:51.111947;2018-11-21 16:44:51.111949;2018-11-21 16:44:51.111951;TEST_OSIRIS;None
\\AminoAcidChange\\;ID_92;AminoAcidChange;;2018-11-21 16:44:51.112003;2018-11-21 16:44:51.112005;2018-11-21 16:44:51.112007;TEST_OSIRIS;None
\\GenomicSequenceVariation\\;ID_93;GenomicSequenceVariation;;2018-11-21 16:44:51.112056;2018-11-21 16:44:51.112058;2018-11-21 16:44:51.112060;TEST_OSIRIS;None
\\RNASequenceVariation\\;ID_94;RNASequenceVariation;;2018-11-21 16:44:51.112109;2018-11-21 16:44:51.112111;2018-11-21 16:44:51.112113;TEST_OSIRIS;None
\\AminoAcidChangeType\\;ID_95;AminoAcidChangeType;;2018-11-21 16:44:51.112162;2018-11-21 16:44:51.112164;2018-11-21 16:44:51.112166;TEST_OSIRIS;None
\\FusionPrimeEnd\\;ID_96;FusionPrimeEnd;;2018-11-21 16:44:51.112215;2018-11-21 16:44:51.112217;2018-11-21 16:44:51.112218;TEST_OSIRIS;None
\\Strand\\;ID_97;Strand;;2018-11-21 16:44:51.112268;2018-11-21 16:44:51.112270;2018-11-21 16:44:51.112271;TEST_OSIRIS;None
\\Symbol\\;ID_98;Symbol;;2018-11-21 16:44:51.112320;2018-11-21 16:44:51.112322;2018-11-21 16:44:51.112324;TEST_OSIRIS;None
\\AlterationOnSample\\;ID_99;AlterationOnSample;;2018-11-21 16:44:51.112373;2018-11-21 16:44:51.112375;2018-11-21 16:44:51.112377;TEST_OSIRIS;None
\\AlterationOnSample\\Pathogenicity\\;ID_100;Pathogenicity;;2018-11-21 16:44:51.112398;2018-11-21 16:44:51.112401;2018-11-21 16:44:51.112402;TEST_OSIRIS;None
\\AlterationOnSample\\Actionability\\;ID_101;Actionability;;2018-11-21 16:44:51.112441;2018-11-21 16:44:51.112443;2018-11-21 16:44:51.112445;TEST_OSIRIS;None
\\AlterationOnSample\\ProposedForOrientation\\;ID_102;ProposedForOrientation;;2018-11-21 16:44:51.112483;2018-11-21 16:44:51.112485;2018-11-21 16:44:51.112489;TEST_OSIRIS;None
\\AlterationOnSample\\Variant\\;ID_103;Variant;;2018-11-21 16:44:51.112527;2018-11-21 16:44:51.112529;2018-11-21 16:44:51.112531;TEST_OSIRIS;None
\\AlterationOnSample\\Variant\\Alteration\\;ID_104;Alteration;;2018-11-21 16:44:51.112561;2018-11-21 16:44:51.112564;2018-11-21 16:44:51.112565;TEST_OSIRIS;None
\\AlterationOnSample\\Variant\\Alteration\\Chromosome\\;ID_105;Chromosome;;2018-11-21 16:44:51.112595;2018-11-21 16:44:51.112598;2018-11-21 16:44:51.112600;TEST_OSIRIS;None
\\AlterationOnSample\\Variant\\Alteration\\GenomicStart\\;ID_106;GenomicStart;;2018-11-21 16:44:51.112637;2018-11-21 16:44:51.112639;2018-11-21 16:44:51.112641;TEST_OSIRIS;None
\\AlterationOnSample\\Variant\\Alteration\\GenomicStop\\;ID_107;GenomicStop;;2018-11-21 16:44:51.112679;2018-11-21 16:44:51.112681;2018-11-21 16:44:51.112683;TEST_OSIRIS;None
\\AlterationOnSample\\Variant\\Alteration\\GenomeBuild\\;ID_108;GenomeBuild;;2018-11-21 16:44:51.112723;2018-11-21 16:44:51.112726;2018-11-21 16:44:51.112727;TEST_OSIRIS;None
\\AlterationOnSample\\Variant\\Alteration\\Cytoband\\;ID_109;Cytoband;;2018-11-21 16:44:51.112765;2018-11-21 16:44:51.112767;2018-11-21 16:44:51.112769;TEST_OSIRIS;None
\\AlterationOnSample\\Variant\\ReferenceAllele\\;ID_110;ReferenceAllele;;2018-11-21 16:44:51.112814;2018-11-21 16:44:51.112816;2018-11-21 16:44:51.112818;TEST_OSIRIS;None
\\AlterationOnSample\\Variant\\AlternativeAllele\\;ID_111;AlternativeAllele;;2018-11-21 16:44:51.112858;2018-11-21 16:44:51.112860;2018-11-21 16:44:51.112862;TEST_OSIRIS;None
\\AlterationOnSample\\Variant\\DNASequenceVariationType\\;ID_112;DNASequenceVariationType;;2018-11-21 16:44:51.112901;2018-11-21 16:44:51.112903;2018-11-21 16:44:51.112905;TEST_OSIRIS;None
\\AlterationOnSample\\Variant\\VariantInSample\\;ID_113;VariantInSample;;2018-11-21 16:44:51.112943;2018-11-21 16:44:51.112945;2018-11-21 16:44:51.112947;TEST_OSIRIS;None
\\AlterationOnSample\\Variant\\VariantInSample\\PositionReadDepth\\;ID_114;PositionReadDepth;;2018-11-21 16:44:51.112980;2018-11-21 16:44:51.112983;2018-11-21 16:44:51.112985;TEST_OSIRIS;None
\\AlterationOnSample\\Variant\\VariantInSample\\VariantReadDepth\\;ID_115;VariantReadDepth;;2018-11-21 16:44:51.113022;2018-11-21 16:44:51.113024;2018-11-21 16:44:51.113026;TEST_OSIRIS;None
\\AlterationOnSample\\Variant\\VariantInSample\\StrandBias\\;ID_116;StrandBias;;2018-11-21 16:44:51.113063;2018-11-21 16:44:51.113066;2018-11-21 16:44:51.113067;TEST_OSIRIS;None
\\AlterationOnSample\\Variant\\VariantInSample\\GenomicSourceClass\\;ID_117;GenomicSourceClass;;2018-11-21 16:44:51.113105;2018-11-21 16:44:51.113107;2018-11-21 16:44:51.113109;TEST_OSIRIS;None
\\AlterationOnSample\\Variant\\VariantInSample\\AllelicState\\;ID_118;AllelicState;;2018-11-21 16:44:51.113146;2018-11-21 16:44:51.113149;2018-11-21 16:44:51.113151;TEST_OSIRIS;None
\\AlterationOnSample\\Validation\\;ID_119;Validation;;2018-11-21 16:44:51.113213;2018-11-21 16:44:51.113216;2018-11-21 16:44:51.113218;TEST_OSIRIS;None
\\AlterationOnSample\\Validation\\Type\\;ID_120;Type;;2018-11-21 16:44:51.113248;2018-11-21 16:44:51.113251;2018-11-21 16:44:51.113253;TEST_OSIRIS;None
\\AlterationOnSample\\Validation\\Method\\;ID_121;Method;;2018-11-21 16:44:51.113290;2018-11-21 16:44:51.113293;2018-11-21 16:44:51.113295;TEST_OSIRIS;None
\\AlterationOnSample\\Validation\\Status\\;ID_122;Status;;2018-11-21 16:44:51.113331;2018-11-21 16:44:51.113334;2018-11-21 16:44:51.113335;TEST_OSIRIS;None
\\AlterationOnSample\\CNV\\;ID_123;CNV;;2018-11-21 16:44:51.113380;2018-11-21 16:44:51.113383;2018-11-21 16:44:51.113385;TEST_OSIRIS;None
\\AlterationOnSample\\CNV\\Alteration\\;ID_124;Alteration;;2018-11-21 16:44:51.113414;2018-11-21 16:44:51.113417;2018-11-21 16:44:51.113418;TEST_OSIRIS;None
\\AlterationOnSample\\CNV\\Alteration\\Chromosome\\;ID_125;Chromosome;;2018-11-21 16:44:51.113448;2018-11-21 16:44:51.113450;2018-11-21 16:44:51.113452;TEST_OSIRIS;None
\\AlterationOnSample\\CNV\\Alteration\\GenomicStart\\;ID_126;GenomicStart;;2018-11-21 16:44:51.113490;2018-11-21 16:44:51.113492;2018-11-21 16:44:51.113494;TEST_OSIRIS;None
\\AlterationOnSample\\CNV\\Alteration\\GenomicStop\\;ID_127;GenomicStop;;2018-11-21 16:44:51.113534;2018-11-21 16:44:51.113536;2018-11-21 16:44:51.113538;TEST_OSIRIS;None
\\AlterationOnSample\\CNV\\Alteration\\GenomeBuild\\;ID_128;GenomeBuild;;2018-11-21 16:44:51.113575;2018-11-21 16:44:51.113577;2018-11-21 16:44:51.113579;TEST_OSIRIS;None
\\AlterationOnSample\\CNV\\Alteration\\Cytoband\\;ID_129;Cytoband;;2018-11-21 16:44:51.113616;2018-11-21 16:44:51.113619;2018-11-21 16:44:51.113620;TEST_OSIRIS;None
\\AlterationOnSample\\CNV\\SegmentIntensity\\;ID_130;SegmentIntensity;;2018-11-21 16:44:51.113665;2018-11-21 16:44:51.113667;2018-11-21 16:44:51.113669;TEST_OSIRIS;None
\\AlterationOnSample\\CNV\\SegmentGenomicStatus\\;ID_131;SegmentGenomicStatus;;2018-11-21 16:44:51.113707;2018-11-21 16:44:51.113709;2018-11-21 16:44:51.113711;TEST_OSIRIS;None
\\AlterationOnSample\\CNV\\CopyNumber\\;ID_132;CopyNumber;;2018-11-21 16:44:51.113748;2018-11-21 16:44:51.113750;2018-11-21 16:44:51.113752;TEST_OSIRIS;None
\\AlterationOnSample\\CNV\\LOH\\;ID_133;LOH;;2018-11-21 16:44:51.113790;2018-11-21 16:44:51.113792;2018-11-21 16:44:51.113794;TEST_OSIRIS;None
\\AlterationOnSample\\Fusion\\;ID_134;Fusion;;2018-11-21 16:44:51.113841;2018-11-21 16:44:51.113843;2018-11-21 16:44:51.113845;TEST_OSIRIS;None
\\AlterationOnSample\\Fusion\\Type\\;ID_135;Type;;2018-11-21 16:44:51.113875;2018-11-21 16:44:51.113877;2018-11-21 16:44:51.113879;TEST_OSIRIS;None
\\AlterationOnSample\\Fusion\\Point5prime\\;ID_136;Point5prime;;2018-11-21 16:44:51.113919;2018-11-21 16:44:51.113921;2018-11-21 16:44:51.113923;TEST_OSIRIS;None
\\AlterationOnSample\\Fusion\\Point3prime\\;ID_137;Point3prime;;2018-11-21 16:44:51.113962;2018-11-21 16:44:51.113964;2018-11-21 16:44:51.113966;TEST_OSIRIS;None
\\AlterationOnSample\\Fusion\\InFrame\\;ID_138;InFrame;;2018-11-21 16:44:51.114006;2018-11-21 16:44:51.114009;2018-11-21 16:44:51.114010;TEST_OSIRIS;None
\\AlterationOnSample\\Fusion\\NbSpanningPair\\;ID_139;NbSpanningPair;;2018-11-21 16:44:51.114051;2018-11-21 16:44:51.114054;2018-11-21 16:44:51.114055;TEST_OSIRIS;None
\\AlterationOnSample\\Fusion\\NbSplitReads\\;ID_140;NbSplitReads;;2018-11-21 16:44:51.114107;2018-11-21 16:44:51.114110;2018-11-21 16:44:51.114111;TEST_OSIRIS;None
\\AlterationOnSample\\Expression\\;ID_141;Expression;;2018-11-21 16:44:51.114171;2018-11-21 16:44:51.114173;2018-11-21 16:44:51.114175;TEST_OSIRIS;None
\\AlterationOnSample\\Expression\\GenomeEntity\\;ID_142;GenomeEntity;;2018-11-21 16:44:51.114206;2018-11-21 16:44:51.114208;2018-11-21 16:44:51.114210;TEST_OSIRIS;None
\\AlterationOnSample\\Expression\\GenomeEntity\\Type\\;ID_143;Type;;2018-11-21 16:44:51.114239;2018-11-21 16:44:51.114241;2018-11-21 16:44:51.114243;TEST_OSIRIS;None
\\AlterationOnSample\\Expression\\GenomeEntity\\Database\\;ID_144;Database;;2018-11-21 16:44:51.114279;2018-11-21 16:44:51.114281;2018-11-21 16:44:51.114283;TEST_OSIRIS;None
\\AlterationOnSample\\Expression\\GenomeEntity\\Id\\;ID_145;Id;;2018-11-21 16:44:51.114399;2018-11-21 16:44:51.114402;2018-11-21 16:44:51.114404;TEST_OSIRIS;None
\\AlterationOnSample\\Expression\\GenomeEntity\\Symbol\\;ID_146;Symbol;;2018-11-21 16:44:51.114445;2018-11-21 16:44:51.114447;2018-11-21 16:44:51.114449;TEST_OSIRIS;None
\\AlterationOnSample\\Expression\\GeneDataType\\;ID_147;GeneDataType;;2018-11-21 16:44:51.114494;2018-11-21 16:44:51.114496;2018-11-21 16:44:51.114497;TEST_OSIRIS;None
\\AlterationOnSample\\Expression\\GeneValue\\;ID_148;GeneValue;;2018-11-21 16:44:51.114534;2018-11-21 16:44:51.114536;2018-11-21 16:44:51.114538;TEST_OSIRIS;None
\\Pathogenicity\\;ID_150;Pathogenicity;;2018-11-21 16:44:51.114644;2018-11-21 16:44:51.114646;2018-11-21 16:44:51.114648;TEST_OSIRIS;None
\\Actionability\\;ID_151;Actionability;;2018-11-21 16:44:51.114700;2018-11-21 16:44:51.114702;2018-11-21 16:44:51.114703;TEST_OSIRIS;None
\\ProposedForOrientation\\;ID_152;ProposedForOrientation;;2018-11-21 16:44:51.114753;2018-11-21 16:44:51.114755;2018-11-21 16:44:51.114756;TEST_OSIRIS;None
\\Variant\\;ID_153;Variant;;2018-11-21 16:44:51.114804;2018-11-21 16:44:51.114806;2018-11-21 16:44:51.114808;TEST_OSIRIS;None
\\Variant\\Alteration\\;ID_154;Alteration;;2018-11-21 16:44:51.114829;2018-11-21 16:44:51.114831;2018-11-21 16:44:51.114833;TEST_OSIRIS;None
\\Variant\\Alteration\\Chromosome\\;ID_155;Chromosome;;2018-11-21 16:44:51.114862;2018-11-21 16:44:51.114864;2018-11-21 16:44:51.114865;TEST_OSIRIS;None
\\Variant\\Alteration\\GenomicStart\\;ID_156;GenomicStart;;2018-11-21 16:44:51.114902;2018-11-21 16:44:51.114905;2018-11-21 16:44:51.114906;TEST_OSIRIS;None
\\Variant\\Alteration\\GenomicStop\\;ID_157;GenomicStop;;2018-11-21 16:44:51.114942;2018-11-21 16:44:51.114944;2018-11-21 16:44:51.114946;TEST_OSIRIS;None
\\Variant\\Alteration\\GenomeBuild\\;ID_158;GenomeBuild;;2018-11-21 16:44:51.114985;2018-11-21 16:44:51.114987;2018-11-21 16:44:51.114989;TEST_OSIRIS;None
\\Variant\\Alteration\\Cytoband\\;ID_159;Cytoband;;2018-11-21 16:44:51.115026;2018-11-21 16:44:51.115028;2018-11-21 16:44:51.115030;TEST_OSIRIS;None
\\Variant\\ReferenceAllele\\;ID_160;ReferenceAllele;;2018-11-21 16:44:51.115073;2018-11-21 16:44:51.115075;2018-11-21 16:44:51.115077;TEST_OSIRIS;None
\\Variant\\AlternativeAllele\\;ID_161;AlternativeAllele;;2018-11-21 16:44:51.115113;2018-11-21 16:44:51.115115;2018-11-21 16:44:51.115117;TEST_OSIRIS;None
\\Variant\\DNASequenceVariationType\\;ID_162;DNASequenceVariationType;;2018-11-21 16:44:51.115153;2018-11-21 16:44:51.115155;2018-11-21 16:44:51.115156;TEST_OSIRIS;None
\\Variant\\VariantInSample\\;ID_163;VariantInSample;;2018-11-21 16:44:51.115192;2018-11-21 16:44:51.115194;2018-11-21 16:44:51.115196;TEST_OSIRIS;None
\\Variant\\VariantInSample\\PositionReadDepth\\;ID_164;PositionReadDepth;;2018-11-21 16:44:51.115224;2018-11-21 16:44:51.115227;2018-11-21 16:44:51.115228;TEST_OSIRIS;None
\\Variant\\VariantInSample\\VariantReadDepth\\;ID_165;VariantReadDepth;;2018-11-21 16:44:51.115264;2018-11-21 16:44:51.115266;2018-11-21 16:44:51.115268;TEST_OSIRIS;None
\\Variant\\VariantInSample\\StrandBias\\;ID_166;StrandBias;;2018-11-21 16:44:51.115305;2018-11-21 16:44:51.115307;2018-11-21 16:44:51.115310;TEST_OSIRIS;None
\\Variant\\VariantInSample\\GenomicSourceClass\\;ID_167;GenomicSourceClass;;2018-11-21 16:44:51.115347;2018-11-21 16:44:51.115349;2018-11-21 16:44:51.115351;TEST_OSIRIS;None
\\Variant\\VariantInSample\\AllelicState\\;ID_168;AllelicState;;2018-11-21 16:44:51.115386;2018-11-21 16:44:51.115388;2018-11-21 16:44:51.115390;TEST_OSIRIS;None
\\Validation\\;ID_169;Validation;;2018-11-21 16:44:51.115460;2018-11-21 16:44:51.115462;2018-11-21 16:44:51.115464;TEST_OSIRIS;None
\\Validation\\Type\\;ID_170;Type;;2018-11-21 16:44:51.115484;2018-11-21 16:44:51.115487;2018-11-21 16:44:51.115488;TEST_OSIRIS;None
\\Validation\\Method\\;ID_171;Method;;2018-11-21 16:44:51.115525;2018-11-21 16:44:51.115527;2018-11-21 16:44:51.115529;TEST_OSIRIS;None
\\Validation\\Status\\;ID_172;Status;;2018-11-21 16:44:51.115564;2018-11-21 16:44:51.115566;2018-11-21 16:44:51.115568;TEST_OSIRIS;None
\\CNV\\;ID_173;CNV;;2018-11-21 16:44:51.115636;2018-11-21 16:44:51.115638;2018-11-21 16:44:51.115639;TEST_OSIRIS;None
\\CNV\\Alteration\\;ID_174;Alteration;;2018-11-21 16:44:51.115660;2018-11-21 16:44:51.115663;2018-11-21 16:44:51.115664;TEST_OSIRIS;None
\\CNV\\Alteration\\Chromosome\\;ID_175;Chromosome;;2018-11-21 16:44:51.115693;2018-11-21 16:44:51.115695;2018-11-21 16:44:51.115697;TEST_OSIRIS;None
\\CNV\\Alteration\\GenomicStart\\;ID_176;GenomicStart;;2018-11-21 16:44:51.115733;2018-11-21 16:44:51.115735;2018-11-21 16:44:51.115736;TEST_OSIRIS;None
\\CNV\\Alteration\\GenomicStop\\;ID_177;GenomicStop;;2018-11-21 16:44:51.115772;2018-11-21 16:44:51.115774;2018-11-21 16:44:51.115776;TEST_OSIRIS;None
\\CNV\\Alteration\\GenomeBuild\\;ID_178;GenomeBuild;;2018-11-21 16:44:51.115811;2018-11-21 16:44:51.115814;2018-11-21 16:44:51.115815;TEST_OSIRIS;None
